HEADINGFAULT-GILDA,542.1573415792541,651.8877064141286,Optional[311.1528218231197]HEADINGFAULT-HENRY,1134.3937183717496,1162.3400295108959,Optional[55.82590454838593],
HEADINGFAULT-GILDA,1182.3940342860053,1183.823808406447,Optional[264.8879278475483]HEADINGFAULT-HENRY,84.02298900308737,215.17827064717483,Optional[86.53546164879148]HEADINGFAULT-GILDA,1141.5689293336595,1199.2462134478076,Optional[141.23386938652064]HEADINGFAULT-HENRY,947.2190593228615,1082.897243532218,Optional[213.51014966413368]HEADINGFAULT-GILDA,139.4860064401825,164.27017495201596,Optional[270.0447464584014],
HEADINGFAULT-HENRY,1134.3937183717496,1162.3400295108959,Optional[55.82590454838593],
