HEADINGFAULT-HENRY,878.0141548079121,948.1287827524035,Optional[328.18162876513446]HEADINGFAULT-GILDA,181.60656132183212,396.96111440554773,Optional[74.38678270364228]SPEEDFAULT-GILDA,720.8013009782981,954.2281802888583,Optional[4.9189527605735055]SPEEDFAULT-HENRY,622.2661485591794,1187.0792657005982,Optional[1.8963470102542415]HEADINGFAULT-HENRY,210.30251638579563,469.52622854380394,Optional[92.96284567450616]HEADINGFAULT-GILDA,264.05648320160293,614.4210559142375,Optional[257.91198380162064]SPEEDFAULT-GILDA,109.91567372419189,313.90487821317436,Optional[1.548376572315148]SPEEDFAULT-HENRY,69.19435471679121,1178.689629524268,Optional[3.770768603376157]HEADINGFAULT-HENRY,555.9562028413254,858.6632522809468,Optional[206.22989178628075]SPEEDFAULT-GILDA,1140.4712784816813,1189.4285866524378,Optional[4.101740451099897]HEADINGFAULT-GILDA,547.1991369938105,1074.627466894005,Optional[282.35056341090484],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696],
SPEEDFAULT-HENRY,1081.2287692857712,1157.9257411841236,Optional[2.2609062727305504]HEADINGFAULT-GILDA,1054.9163164246552,1117.9053696946376,Optional[18.49799229484225]HEADINGFAULT-HENRY,1193.782012667535,1194.2436655359697,Optional[164.91685904156043]SPEEDFAULT-GILDA,937.52400478504,1110.6368694953921,Optional[4.153822030680452],
SPEEDFAULT-HENRY,1081.2287692857712,1157.9257411841236,Optional[2.2609062727305504]HEADINGFAULT-GILDA,1054.9163164246552,1117.9053696946376,Optional[18.49799229484225]HEADINGFAULT-HENRY,1193.782012667535,1194.2436655359697,Optional[164.91685904156043]SPEEDFAULT-GILDA,937.52400478504,1110.6368694953921,Optional[4.153822030680452],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696]HEADINGFAULT-GILDA,969.2488654795575,1127.7007434382708,Optional[202.30803478760143]SPEEDFAULT-GILDA,823.9299664169076,936.7296097790684,Optional[3.745197463595093],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696]HEADINGFAULT-GILDA,969.2488654795575,1127.7007434382708,Optional[202.30803478760143]SPEEDFAULT-GILDA,823.9299664169076,936.7296097790684,Optional[3.745197463595093],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696]HEADINGFAULT-GILDA,969.2488654795575,1127.7007434382708,Optional[202.30803478760143]SPEEDFAULT-GILDA,823.9299664169076,936.7296097790684,Optional[3.745197463595093],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696]HEADINGFAULT-GILDA,969.2488654795575,1127.7007434382708,Optional[202.30803478760143]SPEEDFAULT-GILDA,823.9299664169076,936.7296097790684,Optional[3.745197463595093],
HEADINGFAULT-HENRY,811.2986508182046,855.8686614650155,Optional[161.9590426040505]SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[3.4286343722417696]HEADINGFAULT-GILDA,969.2488654795575,1127.7007434382708,Optional[202.30803478760143]SPEEDFAULT-GILDA,823.9299664169076,936.7296097790684,Optional[3.745197463595093],
HEADINGFAULT-HENRY,877.6457871317257,961.0136996847109,Optional[83.81259273876202]SPEEDFAULT-HENRY,1014.5494139977201,1043.8712910501843,Optional[1.4374876336754507]SPEEDFAULT-GILDA,73.49120784885103,392.986403294624,Optional[2.1594021693697525]HEADINGFAULT-GILDA,717.352947252495,873.9003140511211,Optional[344.0969150157717],
HEADINGFAULT-HENRY,877.6457871317257,961.0136996847109,Optional[83.81259273876202]SPEEDFAULT-HENRY,1014.5494139977201,1043.8712910501843,Optional[1.4374876336754507]SPEEDFAULT-GILDA,73.49120784885103,392.986403294624,Optional[2.1594021693697525]HEADINGFAULT-GILDA,717.352947252495,873.9003140511211,Optional[344.0969150157717],
HEADINGFAULT-HENRY,877.6457871317257,961.0136996847109,Optional[83.81259273876202]SPEEDFAULT-HENRY,1014.5494139977201,1043.8712910501843,Optional[1.4374876336754507]SPEEDFAULT-GILDA,73.49120784885103,392.986403294624,Optional[2.1594021693697525]HEADINGFAULT-GILDA,717.352947252495,873.9003140511211,Optional[344.0969150157717],
HEADINGFAULT-HENRY,877.6457871317257,961.0136996847109,Optional[83.81259273876202]SPEEDFAULT-HENRY,1014.5494139977201,1043.8712910501843,Optional[1.4374876336754507]SPEEDFAULT-GILDA,73.49120784885103,392.986403294624,Optional[2.1594021693697525]HEADINGFAULT-GILDA,717.352947252495,873.9003140511211,Optional[344.0969150157717],
HEADINGFAULT-HENRY,877.6457871317257,961.0136996847109,Optional[83.81259273876202]SPEEDFAULT-HENRY,1014.5494139977201,1043.8712910501843,Optional[1.4374876336754507]SPEEDFAULT-GILDA,73.49120784885103,392.986403294624,Optional[2.1594021693697525]HEADINGFAULT-GILDA,717.352947252495,873.9003140511211,Optional[344.0969150157717],
